chemical	alias	source
CIDm00065249	CIDs00065249	DrugBank	DB02340
CIDm03354088	CIDs46936357	DrugBank	DB02341
CIDm00001573	CIDs16760554	DrugBank	DB02342
CIDm00078057	CIDs00078057	DrugBank	DB02343
CIDm00000906	CIDs36690637	DrugBank	DB02344
CIDm06326972	CIDs06326983	DrugBank	DB02345
CIDm00448657	CIDs46936358	DrugBank	DB02346
CIDm00447249	CIDs00447249	DrugBank	DB02347
CIDm00024267	CIDs00024267	DrugBank	DB02348
CIDm05289029	CIDs46936359	DrugBank	DB02349
CIDm00004370	CIDs05288814	DrugBank	DB02350
CIDm16129704	CIDs16129704	DrugBank	DB02351
CIDm00090334	CIDs00090334	DrugBank	DB02352
CIDm00448838	CIDs46936360	DrugBank	DB02353
CIDm00445756	CIDs00445756	DrugBank	DB02354
CIDm06858181	CIDs52945393	DrugBank	DB02355
CIDm04635115	CIDs46936363	DrugBank	DB02356
CIDm00130442	CIDs46936364	DrugBank	DB02357
CIDm00003975	CIDs46936365	DrugBank	DB02358
CIDm00448969	CIDs00448969	DrugBank	DB02359
CIDm00446833	CIDs00446833	DrugBank	DB02360
CIDm03080775	CIDs46186614	DrugBank	DB02361
CIDm00000978	CIDs00000978	DrugBank	DB02362
CIDm00001813	CIDs46936366	DrugBank	DB02363
CIDm03354086	CIDs46936367	DrugBank	DB02364
CIDm00001318	CIDs00001318	DrugBank	DB02365
CIDm05326666	CIDs05326666	DrugBank	DB02366
CIDm00001260	CIDs05287415	DrugBank	DB02367
CIDm00656979	CIDs00656979	DrugBank	DB02368
CIDm00447258	CIDs00447258	DrugBank	DB02369
CIDm17754073	CIDs17754073	DrugBank	DB02370
CIDm00081831	CIDs00081831	DrugBank	DB02371
CIDm00445779	CIDs00445779	DrugBank	DB02372
CIDm05287674	CIDs46936368	DrugBank	DB02373
CIDm00445615	CIDs11041133	DrugBank	DB02374
CIDm05281672	CIDs05281672	DrugBank	DB02375
CIDm00003479	CIDs10465168	DrugBank	DB02376
CIDm00000764	CIDs00000764	DrugBank	DB02377
CIDm00449218	CIDs46936369	DrugBank	DB02378
CIDm00000206	CIDs06992084	DrugBank	DB02379
CIDm00439488	CIDs00439488	DrugBank	DB02380
CIDm00446124	CIDs00446124	DrugBank	DB02381
CIDm00000941	CIDs06323438	DrugBank	DB02382
CIDm00053359	CIDs00053359	DrugBank	DB02383
CIDm00445939	CIDs23636549	DrugBank	DB02384
CIDm00004455	CIDs00444632	DrugBank	DB02385
CIDm00182612	CIDs00445715	DrugBank	DB02386
CIDm00013052	CIDs06950577	DrugBank	DB02387
CIDm00447873	CIDs00447873	DrugBank	DB02388
CIDm00000529	CIDs00000529	DrugBank	DB02389
CIDm00447088	CIDs00447088	DrugBank	DB02390
CIDm00445732	CIDs00445732	DrugBank	DB02391
CIDm00003043	CIDs00050599	DrugBank	DB02392
CIDm00128078	CIDs46936371	DrugBank	DB02393
CIDm03274878	CIDs46936372	DrugBank	DB02394
CIDm00001667	CIDs00001667	DrugBank	DB02395
CIDm00012219	CIDs00012219	DrugBank	DB02396
CIDm00447272	CIDs46936373	DrugBank	DB02397
CIDm00447733	CIDs00447733	DrugBank	DB02398
CIDm00003429	CIDs25032396	DrugBank	DB02399
CIDm04470790	CIDs04470790	DrugBank	DB02400
CIDm00448650	CIDs00448650	DrugBank	DB02401
CIDm00447098	CIDs00447098	DrugBank	DB02402
CIDm00009584	CIDs00009584	DrugBank	DB02403
CIDm00446506	CIDs00446506	DrugBank	DB02404
CIDm00175468	CIDs00175468	DrugBank	DB02405
CIDm00007991	CIDs00007991	DrugBank	DB02406
CIDm00004564	CIDs00004564	DrugBank	DB02407
CIDm00448219	CIDs00448219	DrugBank	DB02408
CIDm00447260	CIDs46936374	DrugBank	DB02409
CIDm04369479	CIDs04369479	DrugBank	DB02410
CIDm00466959	CIDs00466959	DrugBank	DB02411
CIDm00008894	CIDs00008894	DrugBank	DB02412
CIDm00119224	CIDs00119224	DrugBank	DB02413
CIDm00360579	CIDs00360579	DrugBank	DB02414
CIDm00151456	CIDs09543425	DrugBank	DB02415
CIDm03342293	CIDs46936375	DrugBank	DB02416
CIDm00001483	CIDs00001483	DrugBank	DB02417
CIDm00000262	CIDs00220010	DrugBank	DB02418
CIDm00104406	CIDs00104406	DrugBank	DB02419
CIDm00449125	CIDs00449125	DrugBank	DB02420
CIDm00001166	CIDs46936243	DrugBank	DB02421
CIDm00656957	CIDs46936376	DrugBank	DB02422
CIDm03080913	CIDs03080913	DrugBank	DB02423
CIDm00003460	CIDs46936377	DrugBank	DB02424
CIDm00448864	CIDs00448864	DrugBank	DB02425
CIDm23644176	CIDs46936378	DrugBank	DB02426
CIDm00447021	CIDs00447021	DrugBank	DB02427
CIDm00007124	CIDs00007124	DrugBank	DB02428
CIDm00446237	CIDs00446237	DrugBank	DB02429
CIDm00001144	CIDs46936379	DrugBank	DB02430
CIDm00000593	CIDs06602106	DrugBank	DB02431
CIDm00447522	CIDs46936380	DrugBank	DB02432
CIDm03286784	CIDs46936381	DrugBank	DB02433
CIDm00078386	CIDs00078386	DrugBank	DB02434
CIDm00076688	CIDs00076688	DrugBank	DB02435
CIDm00004863	CIDs46936382	DrugBank	DB02436
CIDm04476501	CIDs17754062	DrugBank	DB02437
CIDm00118290	CIDs46936383	DrugBank	DB02438
CIDm04472906	CIDs46936384	DrugBank	DB02439
CIDm00000356	CIDs00000356	DrugBank	DB02440
CIDm03465283	CIDs03465283	DrugBank	DB02441
CIDm17754171	CIDs17754171	DrugBank	DB02442
CIDm04478239	CIDs46936385	DrugBank	DB02443
CIDm00030623	CIDs00071384	DrugBank	DB02444
CIDm00001554	CIDs46936387	DrugBank	DB02445
CIDm00003484	CIDs00449178	DrugBank	DB02446
CIDm00445718	CIDs46936388	DrugBank	DB02447
CIDm00012530	CIDs00012530	DrugBank	DB02448
CIDm00001622	CIDs05288108	DrugBank	DB02449
CIDm03496896	CIDs05496627	DrugBank	DB02450
CIDm00113558	CIDs00155448	DrugBank	DB02451
CIDm00001151	CIDs06324670	DrugBank	DB02452
CIDm06327644	CIDs06327644	DrugBank	DB02453
CIDm17753975	CIDs46936389	DrugBank	DB02454
CIDm46936390	CIDs46936390	DrugBank	DB02455
CIDm00000314	CIDs05745914	DrugBank	DB02456
CIDm46936391	CIDs46936391	DrugBank	DB02457
CIDm00097535	CIDs25322934	DrugBank	DB02458
CIDm00159772	CIDs00159772	DrugBank	DB02459
CIDm00193595	CIDs46936392	DrugBank	DB02460
CIDm00192579	CIDs00192579	DrugBank	DB02461
CIDm00657073	CIDs00657073	DrugBank	DB02462
CIDm00001507	CIDs00001507	DrugBank	DB02463
CIDm00007504	CIDs00007504	DrugBank	DB02464
CIDm00004125	CIDs46936393	DrugBank	DB02465
CIDm00130326	CIDs00445576	DrugBank	DB02466
CIDm00000847	CIDs09577091	DrugBank	DB02467
CIDm05287448	CIDs46936394	DrugBank	DB02468
CIDm00444139	CIDs46936396	DrugBank	DB02469
CIDm00441339	CIDs46936397	DrugBank	DB02470
CIDm00004527	CIDs46936338	DrugBank	DB02471
CIDm04634236	CIDs46936398	DrugBank	DB02472
CIDm00447735	CIDs00447735	DrugBank	DB02473
CIDm00447137	CIDs46936399	DrugBank	DB02474
CIDm00441123	CIDs46936400	DrugBank	DB02475
CIDm00001080	CIDs00193653	DrugBank	DB02476
CIDm00446385	CIDs10579415	DrugBank	DB02477
CIDm00031378	CIDs00031378	DrugBank	DB02478
CIDm00446276	CIDs00446276	DrugBank	DB02479
CIDm00448012	CIDs00448012	DrugBank	DB02480
CIDm00080654	CIDs00080654	DrugBank	DB02481
CIDm00001016	CIDs10976469	DrugBank	DB02482
CIDm04474584	CIDs46936401	DrugBank	DB02483
CIDm00000507	CIDs46936402	DrugBank	DB02484
CIDm00000316	CIDs46936403	DrugBank	DB02485
CIDm00015906	CIDs00015906	DrugBank	DB02486
CIDm00002551	CIDs00002551	DrugBank	DB02487
CIDm17753917	CIDs46936404	DrugBank	DB02488
CIDm00079639	CIDs00079639	DrugBank	DB02489
CIDm04635864	CIDs04635864	DrugBank	DB02490
CIDm00447622	CIDs00447622	DrugBank	DB02491
CIDm05288390	CIDs46936405	DrugBank	DB02492
CIDm00446561	CIDs46936312	DrugBank	DB02493
CIDm00003848	CIDs00444718	DrugBank	DB02494
CIDm00448110	CIDs00448110	DrugBank	DB02495
CIDm00000641	CIDs00443201	DrugBank	DB02496
CIDm00444182	CIDs46936407	DrugBank	DB02497
CIDm00163883	CIDs46936408	DrugBank	DB02498
CIDm00657087	CIDs00657087	DrugBank	DB02499
CIDm00001855	CIDs00001855	DrugBank	DB02500
CIDm00000463	CIDs17754183	DrugBank	DB02501
CIDm00073318	CIDs46936410	DrugBank	DB02502
CIDm03392279	CIDs05288001	DrugBank	DB02503
CIDm00003711	CIDs00003711	DrugBank	DB02504
CIDm00657149	CIDs00657149	DrugBank	DB02505
CIDm05193334	CIDs17753820	DrugBank	DB02506
CIDm05001396	CIDs40468156	DrugBank	DB02507
CIDm00448400	CIDs00448400	DrugBank	DB02508
CIDm00003327	CIDs01549107	DrugBank	DB02509
CIDm00447378	CIDs46936411	DrugBank	DB02510
CIDm17754104	CIDs17754104	DrugBank	DB02511
CIDm00080135	CIDs00189150	DrugBank	DB02512
CIDm00006989	CIDs00006989	DrugBank	DB02513
CIDm16133778	CIDs46936412	DrugBank	DB02514
CIDm00000754	CIDs00439162	DrugBank	DB02515
CIDm00000605	CIDs46936413	DrugBank	DB02516
CIDm00000611	CIDs00033032	DrugBank	DB02517
CIDm00007345	CIDs00132213	DrugBank	DB02518
CIDm05288641	CIDs05288641	DrugBank	DB02519
CIDm00008987	CIDs00008987	DrugBank	DB02520
CIDm00160478	CIDs00160478	DrugBank	DB02521
CIDm00439811	CIDs00439811	DrugBank	DB02522
CIDm00447069	CIDs46936415	DrugBank	DB02523
CIDm00003479	CIDs10465168	DrugBank	DB02525
CIDm05326662	CIDs06119062	DrugBank	DB02526
CIDm00000274	CIDs25322947	DrugBank	DB02527
CIDm17754111	CIDs46936416	DrugBank	DB02528
CIDm04631785	CIDs46936417	DrugBank	DB02529
CIDm00000119	CIDs00000119	DrugBank	DB02530
CIDm00006590	CIDs00006590	DrugBank	DB02531
CIDm00292661	CIDs00292661	DrugBank	DB02532
CIDm00002146	CIDs00002146	DrugBank	DB02533
CIDm00015624	CIDs00015624	DrugBank	DB02534
CIDm00002144	CIDs00002144	DrugBank	DB02535
CIDm00000751	CIDs00079014	DrugBank	DB02536
CIDm17754071	CIDs46936418	DrugBank	DB02537
CIDm00447652	CIDs00447652	DrugBank	DB02538
CIDm00005139	CIDs00005139	DrugBank	DB02539
CIDm00001404	CIDs46936419	DrugBank	DB02540
CIDm00025868	CIDs00025868	DrugBank	DB02541
CIDm04476502	CIDs15227560	DrugBank	DB02542
CIDm00012473	CIDs00012473	DrugBank	DB02543
CIDm00445992	CIDs00445992	DrugBank	DB02544
CIDm00447713	CIDs05326713	DrugBank	DB02545
CIDm00005311	CIDs00005311	DrugBank	DB02546
CIDm00000451	CIDs46936420	DrugBank	DB02547
CIDm00000618	CIDs14620017	DrugBank	DB02548
CIDm00445182	CIDs46936421	DrugBank	DB02549
CIDm00448972	CIDs00448972	DrugBank	DB02550
CIDm00447731	CIDs00447731	DrugBank	DB02551
CIDm00000734	CIDs00445995	DrugBank	DB02552
CIDm00449555	CIDs46936422	DrugBank	DB02553
CIDm00443243	CIDs46936423	DrugBank	DB02554
CIDm00656989	CIDs00656989	DrugBank	DB02555
CIDm00000994	CIDs00071567	DrugBank	DB02556
CIDm00004802	CIDs46936424	DrugBank	DB02557
CIDm00448249	CIDs00448249	DrugBank	DB02558
CIDm05289495	CIDs17754203	DrugBank	DB02559
CIDm03369969	CIDs17753903	DrugBank	DB02560
CIDm00003426	CIDs06992107	DrugBank	DB02561
CIDm00001879	CIDs46936425	DrugBank	DB02562
CIDm00003605	CIDs46936426	DrugBank	DB02563
CIDm00001103	CIDs00001103	DrugBank	DB02564
CIDm05287735	CIDs17753849	DrugBank	DB02565
CIDm03334071	CIDs05289243	DrugBank	DB02566
CIDm00447077	CIDs00447077	DrugBank	DB02567
CIDm00060817	CIDs00060817	DrugBank	DB02568
CIDm00461279	CIDs00461279	DrugBank	DB02569
CIDm00004711	CIDs00444306	DrugBank	DB02570
CIDm00000207	CIDs00160603	DrugBank	DB02571
CIDm17753875	CIDs46936427	DrugBank	DB02572
CIDm00448286	CIDs46936428	DrugBank	DB02573
CIDm17753873	CIDs46936429	DrugBank	DB02574
CIDm00008200	CIDs00008200	DrugBank	DB02575
CIDm00000004	CIDs07311735	DrugBank	DB02576
CIDm00004973	CIDs00004973	DrugBank	DB02577
CIDm00446306	CIDs17754142	DrugBank	DB02578
CIDm00006581	CIDs00006581	DrugBank	DB02579
CIDm00070931	CIDs00070931	DrugBank	DB02580
CIDm05288251	CIDs05288251	DrugBank	DB02581
CIDm04369330	CIDs46936430	DrugBank	DB02582
CIDm00444617	CIDs00444617	DrugBank	DB02583
CIDm00208908	CIDs00208908	DrugBank	DB02584
CIDm00448512	CIDs00448512	DrugBank	DB02585
CIDm00072792	CIDs00072792	DrugBank	DB02586
CIDm00003413	CIDs00047936	DrugBank	DB02587
CIDm00004258	CIDs17754085	DrugBank	DB02588
CIDm00449633	CIDs00449633	DrugBank	DB02589
CIDm00160540	CIDs46936431	DrugBank	DB02590
CIDm00000675	CIDs00000675	DrugBank	DB02591
CIDm00002556	CIDs46936432	DrugBank	DB02592
CIDm05287417	CIDs05287417	DrugBank	DB02593
CIDm00000637	CIDs00453557	DrugBank	DB02594
CIDm00002469	CIDs46936433	DrugBank	DB02595
CIDm00003104	CIDs06323221	DrugBank	DB02596
CIDm00448247	CIDs05289469	DrugBank	DB02597
CIDm00447701	CIDs00447701	DrugBank	DB02598
CIDm00446623	CIDs00446623	DrugBank	DB02599
CIDm00449381	CIDs40640968	DrugBank	DB02600
CIDm00036143	CIDs00036143	DrugBank	DB02601
CIDm00001604	CIDs00001604	DrugBank	DB02602
CIDm00445967	CIDs00445967	DrugBank	DB02603
CIDm00440992	CIDs46936435	DrugBank	DB02604
CIDm00168092	CIDs00168092	DrugBank	DB02605
CIDm00006568	CIDs00084682	DrugBank	DB02606
CIDm00448505	CIDs46936436	DrugBank	DB02607
CIDm00004335	CIDs06934735	DrugBank	DB02608
CIDm00001006	CIDs46936437	DrugBank	DB02609
CIDm00445770	CIDs00445770	DrugBank	DB02610
CIDm00448326	CIDs00448326	DrugBank	DB02611
CIDm00096523	CIDs01523687	DrugBank	DB02612
CIDm00062452	CIDs00062452	DrugBank	DB02613
CIDm03477616	CIDs05287795	DrugBank	DB02614
CIDm00449208	CIDs46936438	DrugBank	DB02615
CIDm00447339	CIDs00447339	DrugBank	DB02616
CIDm00447839	CIDs05289140	DrugBank	DB02617
CIDm00448830	CIDs00448830	DrugBank	DB02618
CIDm00137895	CIDs00137895	DrugBank	DB02619
CIDm00447450	CIDs00447450	DrugBank	DB02620
CIDm00003891	CIDs46936439	DrugBank	DB02621
CIDm00444764	CIDs00444764	DrugBank	DB02622
CIDm00002152	CIDs46936440	DrugBank	DB02623
CIDm00073508	CIDs07057883	DrugBank	DB02624
CIDm05287843	CIDs22096207	DrugBank	DB02625
CIDm05289135	CIDs05289135	DrugBank	DB02626
CIDm02734608	CIDs02734608	DrugBank	DB02627
CIDm00448704	CIDs04369343	DrugBank	DB02628
CIDm00445306	CIDs46936442	DrugBank	DB02629
CIDm00002219	CIDs00448027	DrugBank	DB02630
CIDm06323266	CIDs06323266	DrugBank	DB02631
CIDm00065115	CIDs00726317	DrugBank	DB02632
CIDm00172468	CIDs00172468	DrugBank	DB02633
CIDm00449205	CIDs46936266	DrugBank	DB02634
CIDm00446800	CIDs46936443	DrugBank	DB02635
CIDm00001941	CIDs00001941	DrugBank	DB02636
CIDm00000970	CIDs00000970	DrugBank	DB02637
CIDm00072081	CIDs00072081	DrugBank	DB02638
CIDm00087330	CIDs02733779	DrugBank	DB02639
CIDm05326445	CIDs46936444	DrugBank	DB02640
CIDm00136449	CIDs00136449	DrugBank	DB02641
CIDm00001950	CIDs00001950	DrugBank	DB02642
CIDm00084703	CIDs00084703	DrugBank	DB02643
CIDm00004387	CIDs00447180	DrugBank	DB02644
CIDm04474230	CIDs46936445	DrugBank	DB02645
CIDm00079124	CIDs00079124	DrugBank	DB02646
CIDm00449088	CIDs00449088	DrugBank	DB02647
CIDm00000085	CIDs00010917	DrugBank	DB02648
CIDm00075367	CIDs00075367	DrugBank	DB02649
CIDm00006407	CIDs00006407	DrugBank	DB02650
CIDm00448024	CIDs00448024	DrugBank	DB02651
CIDm00002930	CIDs00446056	DrugBank	DB02652
CIDm46936446	CIDs46936446	DrugBank	DB02653
CIDm00189136	CIDs06102560	DrugBank	DB02654
CIDm00000424	CIDs00083887	DrugBank	DB02655
CIDm00003973	CIDs00003973	DrugBank	DB02656
CIDm00000609	CIDs16019957	DrugBank	DB02657
CIDm00445227	CIDs00445227	DrugBank	DB02658
CIDm00000303	CIDs00221493	DrugBank	DB02659
CIDm00192306	CIDs09578243	DrugBank	DB02660
CIDm04473609	CIDs46936447	DrugBank	DB02661
CIDm00001829	CIDs00001829	DrugBank	DB02662
CIDm00004794	CIDs06971306	DrugBank	DB02663
CIDm00020479	CIDs00020479	DrugBank	DB02664
CIDm00005530	CIDs00019493	DrugBank	DB02665
CIDm00448088	CIDs46936448	DrugBank	DB02666
CIDm06323227	CIDs46936449	DrugBank	DB02667
CIDm00446837	CIDs17754052	DrugBank	DB02668
CIDm00448087	CIDs00448087	DrugBank	DB02669
CIDm00444914	CIDs00447629	DrugBank	DB02670
CIDm00001390	CIDs00444235	DrugBank	DB02671
CIDm00006571	CIDs00006571	DrugBank	DB02672
CIDm05288394	CIDs21158810	DrugBank	DB02673
CIDm00446903	CIDs00446903	DrugBank	DB02674
CIDm03355891	CIDs46936451	DrugBank	DB02675
CIDm00125132	CIDs00125132	DrugBank	DB02676
CIDm03350248	CIDs17754157	DrugBank	DB02677
CIDm00000739	CIDs00449462	DrugBank	DB02678
CIDm00009864	CIDs00009864	DrugBank	DB02679
CIDm00007452	CIDs00007452	DrugBank	DB02680
CIDm00446796	CIDs46936452	DrugBank	DB02682
CIDm00445308	CIDs46936453	DrugBank	DB02683
CIDm00447377	CIDs46936454	DrugBank	DB02684
CIDm00225441	CIDs02761494	DrugBank	DB02685
CIDm00447793	CIDs46936455	DrugBank	DB02686
CIDm00000206	CIDs06992084	DrugBank	DB02687
CIDm00123991	CIDs00123991	DrugBank	DB02688
CIDm05289344	CIDs05289344	DrugBank	DB02689
CIDm00063306	CIDs00063306	DrugBank	DB02690
CIDm00000755	CIDs46936456	DrugBank	DB02691
CIDm00001125	CIDs05702551	DrugBank	DB02692
CIDm00027682	CIDs00439407	DrugBank	DB02693
CIDm00447261	CIDs46936457	DrugBank	DB02694
CIDm00113556	CIDs46936458	DrugBank	DB02695
CIDm00448803	CIDs46936459	DrugBank	DB02696
CIDm00310593	CIDs00444599	DrugBank	DB02697
CIDm00004310	CIDs00004310	DrugBank	DB02698
CIDm00124938	CIDs05289090	DrugBank	DB02699
CIDm04632235	CIDs46936460	DrugBank	DB02700
CIDm00000936	CIDs00000936	DrugBank	DB02701
CIDm00441046	CIDs46936461	DrugBank	DB02702
CIDm00003443	CIDs03000226	DrugBank	DB02703
CIDm00449129	CIDs46936462	DrugBank	DB02704
CIDm00447736	CIDs00447736	DrugBank	DB02705
CIDm00001263	CIDs46936463	DrugBank	DB02706
CIDm00448673	CIDs00448673	DrugBank	DB02707
CIDm00005056	CIDs00445154	DrugBank	DB02709
CIDm00151483	CIDs00151483	DrugBank	DB02710
CIDm00657027	CIDs00657028	DrugBank	DB02711
CIDm00005252	CIDs00337359	DrugBank	DB02712
CIDm00010972	CIDs00010972	DrugBank	DB02713
CIDm00005643	CIDs46936464	DrugBank	DB02714
CIDm00449208	CIDs46936438	DrugBank	DB02715
CIDm00122035	CIDs06338594	DrugBank	DB02716
CIDm00449313	CIDs46936465	DrugBank	DB02717
CIDm04631012	CIDs46936466	DrugBank	DB02718
CIDm00447771	CIDs46936467	DrugBank	DB02719
CIDm00445825	CIDs46936468	DrugBank	DB02720
CIDm00077022	CIDs00077022	DrugBank	DB02721
CIDm00445994	CIDs00446874	DrugBank	DB02722
CIDm05326608	CIDs05326608	DrugBank	DB02723
CIDm06323215	CIDs46936469	DrugBank	DB02724
CIDm00058004	CIDs00099594	DrugBank	DB02725
CIDm00000529	CIDs00000529	DrugBank	DB02726
CIDm00447030	CIDs00447030	DrugBank	DB02727
CIDm05289613	CIDs05289613	DrugBank	DB02728
CIDm00005187	CIDs46936471	DrugBank	DB02729
CIDm04477695	CIDs46936472	DrugBank	DB02730
CIDm00005441	CIDs00067361	DrugBank	DB02731
CIDm05180217	CIDs06323429	DrugBank	DB02732
CIDm00448991	CIDs00448991	DrugBank	DB02733
CIDm00445037	CIDs46936474	DrugBank	DB02734
CIDm04472503	CIDs46936475	DrugBank	DB02735
CIDm00000178	CIDs00000178	DrugBank	DB02736
CIDm00000971	CIDs00000971	DrugBank	DB02737
CIDm00193491	CIDs00193491	DrugBank	DB02738
CIDm00004797	CIDs00004797	DrugBank	DB02739
CIDm00008617	CIDs00008617	DrugBank	DB02740
CIDm00002605	CIDs00002605	DrugBank	DB02741
CIDm00003829	CIDs46936476	DrugBank	DB02742
CIDm00000294	CIDs46936190	DrugBank	DB02743
CIDm05326514	CIDs05326514	DrugBank	DB02744
CIDm00001177	CIDs00453551	DrugBank	DB02745
CIDm00001017	CIDs00001017	DrugBank	DB02746
CIDm00448593	CIDs46936477	DrugBank	DB02747
CIDm00081462	CIDs00081462	DrugBank	DB02748
CIDm00006961	CIDs00006961	DrugBank	DB02749
CIDm00151723	CIDs46936479	DrugBank	DB02750
CIDm00000763	CIDs00000763	DrugBank	DB02751
CIDm00445504	CIDs00445504	DrugBank	DB02752
CIDm06330306	CIDs46936480	DrugBank	DB02753
CIDm00448965	CIDs00448965	DrugBank	DB02754
CIDm00444727	CIDs46936481	DrugBank	DB02755
CIDm00091665	CIDs00091665	DrugBank	DB02756
CIDm00001048	CIDs00001048	DrugBank	DB02757
CIDm00003744	CIDs00003744	DrugBank	DB02758
CIDm00171284	CIDs46936482	DrugBank	DB02759
CIDm00449501	CIDs00449501	DrugBank	DB02760
CIDm00165331	CIDs00165331	DrugBank	DB02761
CIDm00447532	CIDs00447532	DrugBank	DB02762
CIDm00123648	CIDs00123648	DrugBank	DB02763
CIDm00008058	CIDs00008058	DrugBank	DB02764
CIDm00001942	CIDs00445211	DrugBank	DB02765
CIDm17754225	CIDs17754225	DrugBank	DB02766
CIDm00016064	CIDs05288266	DrugBank	DB02767
CIDm00061207	CIDs00061207	DrugBank	DB02768
CIDm00000993	CIDs09996708	DrugBank	DB02769
CIDm00446858	CIDs46936483	DrugBank	DB02770
CIDm00008182	CIDs00008182	DrugBank	DB02771
CIDm00001115	CIDs46936484	DrugBank	DB02772
CIDm00002084	CIDs00002084	DrugBank	DB02773
CIDm00010442	CIDs00010442	DrugBank	DB02774
CIDm00002345	CIDs00002345	DrugBank	DB02775
CIDm00014253	CIDs00014253	DrugBank	DB02776
CIDm00065262	CIDs00087506	DrugBank	DB02777
CIDm00001495	CIDs46936485	DrugBank	DB02778
CIDm00008152	CIDs00008152	DrugBank	DB02779
CIDm17753855	CIDs46936486	DrugBank	DB02780
CIDm00005245	CIDs00005245	DrugBank	DB02782
CIDm00447742	CIDs00447742	DrugBank	DB02783
CIDm04631013	CIDs17753978	DrugBank	DB02784
CIDm00004320	CIDs46936487	DrugBank	DB02785
CIDm00448993	CIDs46936488	DrugBank	DB02786
CIDm05288815	CIDs46936489	DrugBank	DB02787
CIDm00000179	CIDs00447765	DrugBank	DB02788
CIDm00001027	CIDs00008955	DrugBank	DB02789
CIDm00449409	CIDs46936490	DrugBank	DB02790
CIDm00164911	CIDs00164911	DrugBank	DB02791
CIDm00446082	CIDs46936491	DrugBank	DB02792
CIDm04636050	CIDs46936492	DrugBank	DB02793
CIDm00446514	CIDs46936493	DrugBank	DB02794
CIDm00007478	CIDs00007478	DrugBank	DB02795
CIDm00001938	CIDs46936494	DrugBank	DB02796
CIDm00001677	CIDs00001677	DrugBank	DB02797
CIDm00004131	CIDs46936495	DrugBank	DB02798
CIDm04478244	CIDs05288792	DrugBank	DB02799
CIDm03373519	CIDs46936496	DrugBank	DB02800
CIDm00445905	CIDs46936497	DrugBank	DB02801
CIDm00446958	CIDs46936498	DrugBank	DB02802
CIDm00220862	CIDs00446127	DrugBank	DB02803
CIDm00447923	CIDs46936499	DrugBank	DB02804
CIDm00005643	CIDs46936464	DrugBank	DB02805
CIDm00008019	CIDs00008019	DrugBank	DB02806
CIDm00010350	CIDs21596767	DrugBank	DB02807
CIDm00449547	CIDs00449547	DrugBank	DB02808
CIDm00002439	CIDs00445082	DrugBank	DB02809
CIDm00117765	CIDs00117765	DrugBank	DB02810
CIDm06327654	CIDs06327654	DrugBank	DB02811
CIDm05287596	CIDs46936500	DrugBank	DB02812
CIDm00087901	CIDs00087901	DrugBank	DB02813
CIDm00448721	CIDs00448721	DrugBank	DB02814
CIDm00007219	CIDs00007219	DrugBank	DB02815
CIDm05288206	CIDs21158799	DrugBank	DB02816
CIDm00440017	CIDs00447414	DrugBank	DB02817
CIDm00001300	CIDs00447196	DrugBank	DB02818
CIDm00004392	CIDs46936501	DrugBank	DB02819
CIDm00448846	CIDs06323514	DrugBank	DB02820
CIDm00441443	CIDs10176161	DrugBank	DB02821
CIDm00070119	CIDs00070119	DrugBank	DB02822
CIDm00000546	CIDs00000546	DrugBank	DB02823
CIDm00445062	CIDs00445062	DrugBank	DB02824
CIDm06369389	CIDs06369389	DrugBank	DB02825
CIDm00015600	CIDs00015600	DrugBank	DB02826
CIDm00446871	CIDs00446871	DrugBank	DB02827
CIDm00131153	CIDs00131153	DrugBank	DB02828
CIDm00446325	CIDs00446325	DrugBank	DB02829
CIDm00447546	CIDs00447546	DrugBank	DB02830
CIDm00001003	CIDs00001003	DrugBank	DB02831
CIDm11963784	CIDs11968291	DrugBank	DB02832
CIDm00447961	CIDs00447961	DrugBank	DB02833
CIDm00448658	CIDs00448658	DrugBank	DB02834
CIDm00000737	CIDs46936503	DrugBank	DB02835
CIDm00003523	CIDs46936505	DrugBank	DB02836
CIDm00446807	CIDs46936506	DrugBank	DB02837
CIDm00440046	CIDs00440046	DrugBank	DB02838
CIDm00001491	CIDs00001491	DrugBank	DB02839
CIDm05326934	CIDs05326934	DrugBank	DB02840
CIDm05288987	CIDs05288987	DrugBank	DB02841
CIDm00150238	CIDs00150238	DrugBank	DB02842
CIDm00000466	CIDs00065533	DrugBank	DB02843
CIDm04470983	CIDs46936507	DrugBank	DB02844
CIDm06369389	CIDs06369390	DrugBank	DB02845
CIDm00009934	CIDs00198253	DrugBank	DB02846
CIDm00445278	CIDs46936508	DrugBank	DB02847
CIDm00005740	CIDs00005740	DrugBank	DB02848
